age,workclass,educational-num,occupation,gender,hours-per-week,income
29,Private,9,Machine-op-inspct,Male,58,>50K
22,?,7,?,Female,15,<=50K
26,Private,9,Adm-clerical,Male,40,<=50K
33,Self-emp-not-inc,10,Other-service,Female,10,<=50K
23,Private,9,Other-service,Male,45,<=50K
37,State-gov,10,Transport-moving,Female,40,<=50K
30,Private,14,Prof-specialty,Male,40,<=50K
41,Private,9,Other-service,Female,40,<=50K
23,Private,13,Adm-clerical,Female,40,<=50K
47,Federal-gov,12,Exec-managerial,Male,40,<=50K
24,Private,9,Machine-op-inspct,Female,40,<=50K
39,Private,9,Exec-managerial,Male,70,<=50K
33,Private,9,Craft-repair,Male,60,>50K
25,Private,9,Other-service,Female,40,<=50K
40,Private,9,Other-service,Female,40,<=50K
67,Private,5,Transport-moving,Male,40,<=50K
55,Private,9,Adm-clerical,Female,18,<=50K
69,Private,11,Adm-clerical,Female,40,<=50K
34,Private,9,Tech-support,Male,42,<=50K
52,Private,15,Prof-specialty,Male,40,>50K
22,?,10,?,Female,30,<=50K
47,Private,13,Handlers-cleaners,Male,40,<=50K
45,Private,11,Other-service,Female,40,<=50K
23,Private,13,Sales,Female,40,<=50K
41,Self-emp-not-inc,13,Exec-managerial,Male,40,<=50K
32,Private,13,Prof-specialty,Male,40,>50K
57,Local-gov,14,Exec-managerial,Male,60,>50K
34,Private,13,Handlers-cleaners,Male,40,<=50K
44,State-gov,11,Protective-serv,Male,50,>50K
46,Self-emp-not-inc,9,Craft-repair,Male,48,>50K
60,Private,14,Exec-managerial,Female,35,<=50K
46,Local-gov,14,Prof-specialty,Female,40,<=50K
32,Self-emp-inc,14,Exec-managerial,Female,52,<=50K
44,Local-gov,14,Exec-managerial,Male,60,>50K
43,Private,9,Handlers-cleaners,Male,40,<=50K
48,Federal-gov,7,Adm-clerical,Female,42,<=50K
55,Private,13,Transport-moving,Male,60,>50K
24,Private,13,Craft-repair,Male,40,<=50K
65,Private,10,Sales,Female,20,<=50K
51,Self-emp-inc,7,Craft-repair,Male,60,>50K
42,State-gov,13,Adm-clerical,Male,40,>50K
36,Private,10,Craft-repair,Male,40,<=50K
19,Private,6,Other-service,Male,30,<=50K
24,Self-emp-not-inc,4,Farming-fishing,Male,50,<=50K
52,Private,9,Machine-op-inspct,Male,40,<=50K
28,Private,5,Priv-house-serv,Female,35,<=50K
42,Private,13,Exec-managerial,Male,40,<=50K
25,Private,9,Protective-serv,Male,70,<=50K
53,Private,12,Exec-managerial,Male,45,>50K
35,Private,9,Adm-clerical,Male,36,<=50K
20,Private,9,Machine-op-inspct,Male,40,<=50K
38,Private,13,Exec-managerial,Male,40,>50K
46,Private,13,Exec-managerial,Male,40,<=50K
18,?,7,?,Male,15,<=50K
58,Private,9,Handlers-cleaners,Male,40,<=50K
41,Private,10,Adm-clerical,Female,35,<=50K
66,Self-emp-not-inc,9,Farming-fishing,Male,40,<=50K
38,State-gov,10,Adm-clerical,Female,40,<=50K
29,Private,10,Other-service,Female,28,<=50K
39,Private,10,Sales,Male,40,<=50K
44,Local-gov,9,Protective-serv,Male,40,>50K
26,Local-gov,9,Handlers-cleaners,Male,25,<=50K
27,Private,13,Sales,Male,38,<=50K
29,Private,16,Prof-specialty,Female,80,<=50K
29,Private,9,Transport-moving,Male,70,<=50K
47,Self-emp-inc,10,Sales,Male,45,<=50K
62,?,13,?,Male,60,>50K
29,Local-gov,13,Prof-specialty,Female,55,<=50K
52,Local-gov,9,Transport-moving,Male,40,>50K
27,Private,7,Handlers-cleaners,Male,40,<=50K
53,?,10,?,Female,5,<=50K
29,Private,12,Adm-clerical,Male,40,<=50K
62,Private,9,Craft-repair,Male,40,<=50K
72,Private,9,Priv-house-serv,Female,25,<=50K
27,Private,9,Exec-managerial,Male,40,<=50K
38,Private,10,Craft-repair,Male,55,<=50K
27,Private,9,Craft-repair,Male,45,<=50K
49,Private,14,Prof-specialty,Male,60,<=50K
56,Private,13,Prof-specialty,Male,40,>50K
52,Self-emp-inc,15,Prof-specialty,Male,40,>50K
22,Private,9,Machine-op-inspct,Female,40,<=50K
37,Federal-gov,13,Prof-specialty,Male,40,<=50K
55,Private,9,Machine-op-inspct,Male,40,<=50K
38,State-gov,10,Transport-moving,Male,65,<=50K
45,Private,10,Exec-managerial,Female,50,<=50K
35,Private,13,Exec-managerial,Male,40,>50K
21,Private,10,Sales,Male,60,<=50K
54,Federal-gov,13,Exec-managerial,Female,45,<=50K
19,Private,9,Sales,Female,40,<=50K
48,State-gov,14,Exec-managerial,Male,55,>50K
41,Private,9,Exec-managerial,Male,40,<=50K
20,Private,5,Other-service,Female,40,<=50K
56,Private,7,Tech-support,Female,40,<=50K
49,Private,9,Adm-clerical,Female,40,<=50K
17,?,6,?,Female,20,<=50K
45,Private,4,Adm-clerical,Female,20,<=50K
46,Private,9,Farming-fishing,Male,50,<=50K
39,Private,9,Handlers-cleaners,Male,40,<=50K
52,?,9,?,Male,45,<=50K
34,Local-gov,7,Other-service,Female,40,<=50K
65,?,10,?,Female,14,<=50K
46,Private,9,Craft-repair,Male,40,<=50K
41,Private,9,Transport-moving,Male,60,<=50K
48,Private,13,Exec-managerial,Female,35,<=50K
71,Private,5,Protective-serv,Male,39,<=50K
26,Federal-gov,13,Prof-specialty,Male,40,>50K
47,Self-emp-inc,9,Sales,Female,40,<=50K
21,?,10,?,Female,43,<=50K
23,Private,9,Transport-moving,Male,40,<=50K
65,Private,9,Craft-repair,Male,55,<=50K
60,Private,9,Adm-clerical,Female,38,<=50K
19,?,9,?,Female,25,<=50K
35,Private,9,Craft-repair,Male,40,<=50K
32,Private,9,Craft-repair,Male,40,<=50K
36,State-gov,9,Adm-clerical,Male,38,<=50K
41,Federal-gov,10,Adm-clerical,Female,40,>50K
24,Local-gov,9,Other-service,Female,20,<=50K
45,Private,9,Machine-op-inspct,Female,40,<=50K
48,Private,12,Craft-repair,Male,48,>50K
20,Private,10,Adm-clerical,Female,25,<=50K
51,Private,10,Craft-repair,Male,50,>50K
24,?,9,?,Male,60,<=50K
39,Local-gov,12,Tech-support,Female,38,<=50K
21,Private,10,Other-service,Female,30,<=50K
49,Private,13,Prof-specialty,Female,3,>50K
30,Private,9,Protective-serv,Male,40,<=50K
68,State-gov,14,Prof-specialty,Female,5,<=50K
30,Private,14,Prof-specialty,Male,50,<=50K
32,Self-emp-not-inc,15,Prof-specialty,Male,40,>50K
49,Private,9,Other-service,Male,40,<=50K
24,Private,10,Adm-clerical,Male,50,<=50K
34,Private,10,Prof-specialty,Male,44,<=50K
40,Private,13,Prof-specialty,Female,40,<=50K
23,?,9,?,Male,32,<=50K
41,Private,12,Prof-specialty,Female,40,>50K
23,Private,9,Sales,Female,30,<=50K
48,Private,9,Other-service,Female,16,<=50K
56,Self-emp-inc,9,Exec-managerial,Female,21,<=50K
42,State-gov,16,Prof-specialty,Female,36,<=50K
37,Self-emp-not-inc,10,Craft-repair,Male,40,>50K
32,Private,5,Other-service,Male,40,<=50K
29,Private,13,Prof-specialty,Male,50,>50K
58,Private,9,Prof-specialty,Male,40,>50K
40,Private,9,Other-service,Female,40,<=50K
40,Private,14,Exec-managerial,Male,52,>50K
33,Private,7,Sales,Female,34,<=50K
58,Private,9,Other-service,Male,40,<=50K
32,Private,9,Machine-op-inspct,Male,40,<=50K
22,?,10,?,Male,8,<=50K
47,Private,10,Craft-repair,Male,40,>50K
41,State-gov,9,Adm-clerical,Female,38,>50K
41,Self-emp-inc,10,Craft-repair,Male,40,>50K
73,?,13,?,Female,15,<=50K
56,Federal-gov,11,Adm-clerical,Female,40,<=50K
83,?,4,?,Male,20,<=50K
22,Private,9,Sales,Female,60,<=50K
30,Private,13,Prof-specialty,Male,40,<=50K
41,?,12,?,Female,50,<=50K
32,Private,13,Exec-managerial,Male,40,>50K
27,Private,9,Craft-repair,Male,40,<=50K
35,Private,13,Prof-specialty,Female,35,>50K
37,Private,9,Machine-op-inspct,Male,40,<=50K
48,Private,9,Transport-moving,Male,46,<=50K
42,Private,9,Machine-op-inspct,Female,40,<=50K
35,Private,13,Prof-specialty,Male,40,>50K
20,Local-gov,10,Exec-managerial,Female,35,<=50K
33,Private,13,Exec-managerial,Male,55,>50K
25,Private,10,Farming-fishing,Male,80,<=50K
29,State-gov,13,Prof-specialty,Male,40,>50K
47,Private,10,Transport-moving,Male,40,<=50K
28,Private,13,Adm-clerical,Female,55,<=50K
20,Private,10,Sales,Female,20,<=50K
30,Local-gov,13,Prof-specialty,Female,40,<=50K
48,Self-emp-not-inc,12,Tech-support,Female,40,<=50K
22,Private,10,Protective-serv,Male,20,<=50K
57,Federal-gov,6,Prof-specialty,Male,35,<=50K
24,Self-emp-inc,12,Sales,Male,70,<=50K
32,Private,4,Farming-fishing,Male,35,<=50K
67,Local-gov,4,Other-service,Female,15,<=50K
22,Private,10,Machine-op-inspct,Male,40,<=50K
20,Private,9,Handlers-cleaners,Male,40,<=50K
29,Private,3,Handlers-cleaners,Male,42,<=50K
37,Private,9,Handlers-cleaners,Male,40,>50K
20,?,10,?,Female,40,<=50K
30,Private,13,Tech-support,Female,40,<=50K
32,State-gov,13,Prof-specialty,Female,40,<=50K
23,?,10,?,Male,40,<=50K
31,Private,13,Exec-managerial,Female,40,<=50K
39,Self-emp-inc,9,Exec-managerial,Male,60,>50K
48,Private,9,Sales,Female,50,<=50K
38,Private,11,Prof-specialty,Female,40,<=50K
25,Private,11,Prof-specialty,Female,35,<=50K
22,Private,9,Other-service,Female,24,<=50K
17,Private,6,Sales,Female,15,<=50K
44,Private,13,Transport-moving,Male,52,>50K
28,Private,13,Prof-specialty,Male,50,>50K
18,Private,9,Handlers-cleaners,Male,30,<=50K
37,Private,6,Transport-moving,Male,40,<=50K
26,Private,9,Craft-repair,Male,35,<=50K
43,Private,10,Other-service,Female,28,<=50K
23,Self-emp-not-inc,10,Craft-repair,Male,40,<=50K
43,Private,9,Exec-managerial,Male,50,<=50K
45,Private,9,Sales,Male,50,>50K
34,Private,9,Handlers-cleaners,Male,35,<=50K
42,Private,13,Prof-specialty,Male,50,>50K
22,Private,10,Sales,Male,44,<=50K
38,Private,9,Other-service,Female,40,<=50K
35,Private,9,Craft-repair,Male,40,<=50K
39,Private,9,Exec-managerial,Female,50,<=50K
44,Private,10,Sales,Male,40,<=50K
45,Federal-gov,13,Adm-clerical,Male,45,>50K
25,Private,10,Sales,Female,40,<=50K
54,Local-gov,14,Prof-specialty,Female,38,>50K
22,?,10,?,Male,50,<=50K
47,Private,3,Machine-op-inspct,Female,40,<=50K
36,Private,13,Priv-house-serv,Female,40,<=50K
48,Private,13,Sales,Male,50,>50K
66,Self-emp-not-inc,9,Farming-fishing,Male,20,<=50K
58,Private,3,Machine-op-inspct,Male,48,<=50K
25,Private,9,Machine-op-inspct,Male,40,<=50K
30,Private,9,Handlers-cleaners,Female,40,>50K
51,Self-emp-not-inc,10,Adm-clerical,Male,40,<=50K
30,Private,13,Adm-clerical,Male,40,>50K
20,Private,10,Other-service,Male,30,<=50K
57,Self-emp-not-inc,13,Sales,Male,50,>50K
23,Federal-gov,10,Handlers-cleaners,Female,20,<=50K
33,Self-emp-not-inc,9,Craft-repair,Male,35,<=50K
47,Private,10,Exec-managerial,Male,37,>50K
54,Private,9,Adm-clerical,Female,40,<=50K
75,Private,6,Transport-moving,Male,40,<=50K
36,Self-emp-inc,10,Prof-specialty,Male,50,>50K
51,Private,9,Exec-managerial,Female,40,<=50K
32,Private,9,Machine-op-inspct,Male,40,<=50K
20,Private,9,Machine-op-inspct,Male,40,<=50K
20,Private,10,Exec-managerial,Female,40,<=50K
41,Self-emp-not-inc,13,Adm-clerical,Female,40,>50K
31,Private,14,Prof-specialty,Male,40,>50K
41,Private,13,Other-service,Female,40,<=50K
56,Private,9,Sales,Female,36,<=50K
46,Private,6,Transport-moving,Male,50,<=50K
59,Private,9,Craft-repair,Male,40,>50K
31,Private,13,Protective-serv,Male,40,<=50K
20,Private,9,Other-service,Male,23,<=50K
69,Private,11,Adm-clerical,Female,50,<=50K
35,Private,13,Exec-managerial,Male,50,>50K
58,Private,9,Transport-moving,Male,38,<=50K
21,Private,10,Sales,Female,45,<=50K
60,Private,9,Exec-managerial,Male,45,>50K
29,Private,9,Machine-op-inspct,Male,40,<=50K
29,Self-emp-not-inc,10,Prof-specialty,Male,40,<=50K
53,Private,9,Exec-managerial,Male,40,<=50K
43,Federal-gov,9,Adm-clerical,Female,40,>50K
55,Local-gov,14,Exec-managerial,Female,40,>50K
29,Private,10,Craft-repair,Male,45,>50K
37,Private,13,Sales,Female,30,<=50K
37,Private,9,Adm-clerical,Female,40,<=50K
41,Private,13,Prof-specialty,Female,40,<=50K
57,Private,9,Machine-op-inspct,Male,40,>50K
41,Private,9,Adm-clerical,Female,40,<=50K
18,?,10,?,Female,40,<=50K
57,Private,9,Adm-clerical,Female,40,<=50K
49,Federal-gov,13,Adm-clerical,Male,40,<=50K
61,Private,10,Machine-op-inspct,Male,56,<=50K
44,Private,9,Exec-managerial,Female,52,<=50K
20,?,10,?,Male,60,<=50K
36,Self-emp-not-inc,10,Sales,Male,50,>50K
29,Local-gov,12,Protective-serv,Male,72,>50K
51,Local-gov,7,Farming-fishing,Female,40,<=50K
19,Private,9,Other-service,Female,32,<=50K
53,Private,6,Other-service,Female,40,<=50K
43,Private,9,Exec-managerial,Male,60,>50K
42,Private,9,Craft-repair,Male,40,<=50K
44,Private,2,Farming-fishing,Male,40,<=50K
37,Self-emp-inc,8,Craft-repair,Male,40,<=50K
24,Self-emp-not-inc,13,Prof-specialty,Male,25,<=50K
27,?,10,?,Female,40,<=50K
30,Private,9,Craft-repair,Male,35,<=50K
56,Private,10,Exec-managerial,Female,45,<=50K
58,Private,10,Other-service,Female,40,<=50K
20,Private,9,Craft-repair,Female,40,<=50K
36,Private,10,Prof-specialty,Male,50,>50K
26,Private,13,Tech-support,Male,40,<=50K
42,Private,9,Transport-moving,Male,60,<=50K
24,Private,10,Craft-repair,Male,45,<=50K
26,Private,9,Craft-repair,Male,56,<=50K
19,Local-gov,10,Adm-clerical,Female,25,<=50K
21,Private,9,Other-service,Female,33,<=50K
43,State-gov,16,Prof-specialty,Female,40,>50K
20,Private,10,Transport-moving,Male,40,<=50K
47,Private,9,Other-service,Female,40,<=50K
62,Local-gov,14,Prof-specialty,Male,40,>50K
46,Self-emp-inc,10,Craft-repair,Male,60,<=50K
54,Local-gov,13,Prof-specialty,Male,40,>50K
43,Self-emp-inc,10,Exec-managerial,Male,60,<=50K
34,Private,9,Craft-repair,Male,80,<=50K
47,Local-gov,12,Exec-managerial,Female,40,<=50K
58,Private,9,Exec-managerial,Male,40,>50K
20,Private,9,Other-service,Female,35,<=50K
26,Private,11,Tech-support,Male,40,>50K
51,Local-gov,14,Prof-specialty,Male,35,<=50K
53,Private,15,Prof-specialty,Male,40,>50K
53,State-gov,12,Prof-specialty,Female,37,<=50K
68,?,9,?,Female,32,<=50K
46,Local-gov,13,Prof-specialty,Female,45,<=50K
32,Self-emp-inc,7,Craft-repair,Male,40,<=50K
42,Private,13,Transport-moving,Male,40,<=50K
28,Private,9,Craft-repair,Male,40,<=50K
67,Self-emp-not-inc,12,Exec-managerial,Male,50,<=50K
23,Private,10,Sales,Male,50,<=50K
27,Private,6,Handlers-cleaners,Male,40,<=50K
65,Private,9,Handlers-cleaners,Male,25,<=50K
22,Self-emp-inc,13,Sales,Male,50,<=50K
27,Private,10,Handlers-cleaners,Male,30,<=50K
30,Private,7,Adm-clerical,Male,40,<=50K
44,Private,13,Other-service,Female,65,<=50K
35,Private,13,Exec-managerial,Male,40,<=50K
27,Private,9,Other-service,Male,40,<=50K
36,Local-gov,13,Other-service,Male,40,<=50K
42,State-gov,10,Exec-managerial,Male,45,<=50K
32,Private,10,Other-service,Male,34,<=50K
53,Private,2,Farming-fishing,Male,45,<=50K
41,Private,10,Adm-clerical,Female,40,<=50K
65,Private,4,Priv-house-serv,Female,31,<=50K
22,State-gov,10,Other-service,Female,60,<=50K
65,Local-gov,9,Adm-clerical,Female,16,>50K
21,Private,10,Sales,Male,40,<=50K
28,Private,15,Prof-specialty,Male,65,<=50K
24,Private,13,Sales,Female,50,<=50K
39,Private,14,Tech-support,Male,50,>50K
52,Private,13,Exec-managerial,Male,40,>50K
18,Private,9,Other-service,Female,12,<=50K
62,Private,6,Adm-clerical,Female,40,<=50K
28,Self-emp-not-inc,6,Sales,Male,80,<=50K
41,Private,13,Other-service,Female,40,<=50K
28,Private,5,Transport-moving,Male,35,<=50K
43,Private,10,Transport-moving,Male,70,>50K
61,State-gov,13,Prof-specialty,Male,40,>50K
26,Private,14,Prof-specialty,Female,10,<=50K
34,Private,13,Exec-managerial,Male,40,<=50K
21,Local-gov,9,Adm-clerical,Male,20,<=50K
60,Private,9,Adm-clerical,Female,20,<=50K
28,Private,9,Sales,Male,35,<=50K
32,Self-emp-not-inc,11,Farming-fishing,Male,70,>50K
55,?,4,?,Male,40,<=50K
51,Private,9,Craft-repair,Male,40,<=50K
48,Private,7,Machine-op-inspct,Male,56,<=50K
37,Private,9,Tech-support,Female,40,<=50K
40,Private,10,Craft-repair,Female,40,<=50K
44,Private,4,Craft-repair,Male,40,<=50K
27,Private,10,Handlers-cleaners,Male,40,<=50K
55,Self-emp-not-inc,11,Sales,Female,30,<=50K
40,Private,13,Prof-specialty,Female,24,>50K
30,Private,13,Craft-repair,Male,70,<=50K
36,Private,9,Craft-repair,Male,40,<=50K
74,Private,4,Other-service,Female,40,<=50K
34,Federal-gov,12,Adm-clerical,Male,40,<=50K
48,Private,11,Craft-repair,Male,42,<=50K
44,Private,3,Transport-moving,Male,40,<=50K
48,Private,9,Exec-managerial,Male,45,>50K
25,Private,9,Other-service,Male,65,<=50K
33,Private,13,Adm-clerical,Female,40,<=50K
49,Private,13,Adm-clerical,Female,40,>50K
75,?,9,?,Female,20,<=50K
33,Self-emp-not-inc,13,Prof-specialty,Male,30,<=50K
29,Private,13,Prof-specialty,Male,50,>50K
47,Federal-gov,13,Exec-managerial,Male,55,>50K
33,Private,9,Machine-op-inspct,Male,44,<=50K
65,Private,15,Craft-repair,Male,48,>50K
17,Private,6,Handlers-cleaners,Male,15,<=50K
58,Private,13,Craft-repair,Male,40,>50K
55,Private,10,Adm-clerical,Female,40,<=50K
37,Self-emp-not-inc,10,Sales,Male,48,<=50K
60,Private,9,Transport-moving,Male,45,<=50K
25,Private,9,Machine-op-inspct,Male,45,<=50K
34,Private,9,Adm-clerical,Female,40,<=50K
20,?,10,?,Male,20,<=50K
26,Private,13,Exec-managerial,Male,72,<=50K
34,Private,9,Machine-op-inspct,Female,40,<=50K
48,State-gov,13,Exec-managerial,Male,40,<=50K
34,Private,9,Craft-repair,Male,40,<=50K
31,Self-emp-inc,10,Sales,Male,40,<=50K
25,Private,11,Adm-clerical,Female,42,<=50K
20,Private,10,Sales,Male,15,<=50K
38,Private,15,Prof-specialty,Female,50,>50K
69,Private,14,Prof-specialty,Female,40,<=50K
27,Local-gov,9,Sales,Female,40,<=50K
32,Private,10,Exec-managerial,Male,40,<=50K
65,Private,9,Adm-clerical,Female,40,<=50K
22,Private,13,Sales,Female,8,<=50K
25,Private,9,Other-service,Female,40,<=50K
40,Private,9,Sales,Female,25,<=50K
29,Local-gov,13,Prof-specialty,Male,55,>50K
33,Private,13,Exec-managerial,Female,40,<=50K
60,Private,3,Sales,Female,40,<=50K
28,Federal-gov,9,Adm-clerical,Male,40,<=50K
28,Private,9,Exec-managerial,Female,39,<=50K
72,Self-emp-not-inc,4,Other-service,Male,45,<=50K
35,Private,13,Sales,Male,48,>50K
33,State-gov,10,Other-service,Female,99,>50K
36,Private,14,Prof-specialty,Male,45,<=50K
18,Private,9,Craft-repair,Male,32,<=50K
38,Self-emp-inc,10,Other-service,Female,20,>50K
48,Private,13,Exec-managerial,Male,40,>50K
22,Private,11,Sales,Female,20,<=50K
29,Private,13,Exec-managerial,Female,40,>50K
81,Self-emp-not-inc,13,Farming-fishing,Male,30,<=50K
19,Private,9,Other-service,Male,25,<=50K
39,Self-emp-not-inc,9,Exec-managerial,Male,60,>50K
20,?,9,?,Male,60,<=50K
41,Federal-gov,12,Protective-serv,Male,92,<=50K
50,Private,9,Craft-repair,Male,40,>50K
54,Private,9,Sales,Female,46,<=50K
18,?,7,?,Male,20,<=50K
18,Private,7,Sales,Female,10,<=50K
54,Private,9,Transport-moving,Male,40,<=50K
47,Private,10,Exec-managerial,Male,40,<=50K
21,Private,10,Sales,Female,20,<=50K
22,Private,5,Sales,Female,40,<=50K
19,Local-gov,10,Machine-op-inspct,Male,40,<=50K
37,Private,14,Prof-specialty,Female,8,>50K
37,Private,7,Craft-repair,Male,25,<=50K
31,Private,14,Prof-specialty,Male,45,>50K
31,Self-emp-not-inc,9,Craft-repair,Male,50,<=50K
60,Private,9,Exec-managerial,Male,50,<=50K
43,Private,13,Machine-op-inspct,Male,40,<=50K
65,Private,9,Priv-house-serv,Female,10,<=50K
33,Federal-gov,14,Prof-specialty,Male,40,<=50K
32,Private,9,Sales,Male,40,<=50K
36,Private,9,Other-service,Female,40,<=50K
53,Private,10,Exec-managerial,Male,50,>50K
50,Private,9,Craft-repair,Male,40,<=50K
23,Private,7,Craft-repair,Male,30,<=50K
60,Private,10,Adm-clerical,Female,38,<=50K
32,Private,14,Prof-specialty,Female,40,<=50K
36,Private,14,Prof-specialty,Male,43,>50K
20,Private,10,Prof-specialty,Male,40,<=50K
39,Private,9,Adm-clerical,Female,40,<=50K
35,?,9,?,Male,24,<=50K
29,Private,9,Adm-clerical,Female,30,<=50K
52,Private,13,Sales,Female,25,<=50K
41,Private,9,Sales,Female,40,<=50K
28,Private,13,Exec-managerial,Male,50,>50K
52,?,13,?,Female,8,<=50K
40,Private,11,Exec-managerial,Female,40,<=50K
40,Private,13,Prof-specialty,Male,50,<=50K
22,Private,9,Other-service,Male,18,<=50K
69,Private,9,Tech-support,Female,8,<=50K
28,Private,10,Tech-support,Female,38,<=50K
57,Private,9,Craft-repair,Female,44,<=50K
54,Federal-gov,9,Exec-managerial,Male,40,>50K
41,Local-gov,13,Sales,Male,40,<=50K
28,Private,9,Adm-clerical,Female,40,<=50K
39,Private,9,Farming-fishing,Male,40,<=50K
39,Self-emp-inc,9,Exec-managerial,Male,42,<=50K
57,Federal-gov,10,Adm-clerical,Male,45,>50K
18,Private,9,Sales,Male,15,<=50K
53,Private,7,Machine-op-inspct,Male,40,<=50K
44,Private,9,Sales,Female,40,<=50K
28,Private,3,Farming-fishing,Male,40,<=50K
61,Private,5,Machine-op-inspct,Male,40,<=50K
45,Private,10,Transport-moving,Male,40,<=50K
52,Self-emp-not-inc,9,Sales,Male,60,<=50K
57,Private,9,Sales,Male,40,>50K
40,Private,9,Adm-clerical,Female,40,<=50K
72,Self-emp-inc,15,Prof-specialty,Male,35,>50K
23,Private,13,Sales,Female,20,<=50K
46,Private,9,Sales,Female,36,<=50K
51,Private,9,Handlers-cleaners,Female,20,<=50K
46,Private,10,Prof-specialty,Male,40,>50K
43,Private,12,Craft-repair,Female,40,<=50K
42,Private,13,Prof-specialty,Male,40,>50K
53,Local-gov,10,Adm-clerical,Male,40,>50K
31,Private,9,Sales,Female,40,<=50K
35,Private,13,Sales,Male,45,>50K
59,Private,9,Sales,Female,40,<=50K
38,Private,9,Craft-repair,Male,40,<=50K
19,Private,10,Adm-clerical,Female,20,<=50K
25,Private,14,Exec-managerial,Male,45,<=50K
26,Private,9,Machine-op-inspct,Male,40,<=50K
51,State-gov,13,Prof-specialty,Male,40,<=50K
28,?,13,?,Male,30,<=50K
33,Private,9,Other-service,Female,30,<=50K
25,Private,9,Craft-repair,Male,40,<=50K
23,?,11,?,Male,40,<=50K
35,State-gov,11,Craft-repair,Male,40,<=50K
41,Private,10,Craft-repair,Male,45,<=50K
43,Self-emp-not-inc,13,Sales,Male,35,<=50K
49,Self-emp-inc,15,Prof-specialty,Male,40,>50K
45,Private,15,Prof-specialty,Male,50,>50K
49,Federal-gov,13,Adm-clerical,Male,40,>50K
38,Private,14,Exec-managerial,Female,40,<=50K
39,Private,9,Exec-managerial,Male,45,>50K
39,Self-emp-inc,15,Prof-specialty,Male,31,>50K
26,Private,6,Other-service,Female,40,<=50K
17,Private,6,Handlers-cleaners,Male,12,<=50K
26,Federal-gov,9,Adm-clerical,Male,40,<=50K
71,Local-gov,9,Exec-managerial,Female,3,<=50K
27,Private,10,Sales,Male,42,<=50K
34,Private,10,Craft-repair,Male,40,<=50K
35,Local-gov,9,Sales,Male,38,<=50K
36,Self-emp-not-inc,9,Craft-repair,Male,40,<=50K
39,Private,9,Craft-repair,Male,40,>50K
41,Federal-gov,9,Protective-serv,Male,40,<=50K
47,Private,13,Prof-specialty,Male,40,>50K
36,Private,9,Adm-clerical,Male,50,<=50K
43,Self-emp-not-inc,9,Craft-repair,Male,35,<=50K
39,Private,10,Exec-managerial,Male,50,>50K
35,Private,9,Exec-managerial,Female,40,<=50K
22,Private,13,Prof-specialty,Male,18,<=50K
45,Private,14,Exec-managerial,Male,50,>50K
33,Private,10,Craft-repair,Male,60,<=50K
21,Local-gov,9,Prof-specialty,Male,40,<=50K
37,Federal-gov,12,Exec-managerial,Female,40,<=50K
30,Self-emp-not-inc,9,Sales,Male,80,<=50K
47,State-gov,9,Protective-serv,Male,40,<=50K
45,Private,13,Other-service,Male,40,<=50K
25,Private,10,Adm-clerical,Female,25,<=50K
47,Self-emp-inc,10,Sales,Male,45,>50K
68,Self-emp-not-inc,10,Adm-clerical,Male,40,<=50K
27,Private,9,Prof-specialty,Male,40,>50K
42,Private,3,Craft-repair,Male,40,>50K
36,?,9,?,Female,40,<=50K
28,Private,13,Prof-specialty,Male,50,>50K
61,Private,3,Transport-moving,Male,40,<=50K
33,Private,9,Other-service,Female,40,<=50K
23,Private,9,Adm-clerical,Female,45,<=50K
40,Private,9,Craft-repair,Male,40,<=50K
25,Private,10,Adm-clerical,Female,40,<=50K
45,Private,9,Sales,Male,60,<=50K
23,Private,9,Craft-repair,Male,40,<=50K
30,Private,13,Prof-specialty,Male,50,<=50K
33,Federal-gov,10,Exec-managerial,Female,40,<=50K
21,Private,9,Craft-repair,Male,40,<=50K
28,Private,5,Machine-op-inspct,Male,40,<=50K
42,Private,9,Priv-house-serv,Female,60,<=50K
43,State-gov,10,Transport-moving,Male,84,<=50K
50,Private,13,Sales,Male,40,>50K
48,Private,10,Exec-managerial,Male,50,<=50K
49,Private,10,Exec-managerial,Male,46,>50K
28,Private,13,Prof-specialty,Female,50,<=50K
36,Private,13,Sales,Male,40,>50K
28,Local-gov,10,Protective-serv,Male,50,<=50K
61,Self-emp-inc,15,Exec-managerial,Male,40,>50K
25,State-gov,10,Protective-serv,Male,40,<=50K
48,Private,5,Other-service,Female,40,<=50K
36,Private,10,Craft-repair,Male,40,>50K
46,Private,9,Craft-repair,Male,45,<=50K
25,Private,9,Machine-op-inspct,Male,40,<=50K
36,?,9,?,Female,40,<=50K
45,Private,3,Machine-op-inspct,Male,40,<=50K
18,Private,7,Other-service,Female,21,<=50K
28,Private,10,Handlers-cleaners,Male,35,<=50K
39,Private,9,Sales,Male,50,>50K
33,Private,13,Prof-specialty,Male,50,>50K
28,State-gov,10,Adm-clerical,Female,40,<=50K
48,Private,10,Craft-repair,Male,48,>50K
21,Private,9,Farming-fishing,Male,50,<=50K
26,State-gov,10,Exec-managerial,Male,40,<=50K
40,Private,13,Exec-managerial,Male,40,<=50K
63,Private,14,Prof-specialty,Male,45,<=50K
45,Private,14,Sales,Male,50,>50K
22,Private,10,Tech-support,Male,40,<=50K
52,Self-emp-not-inc,9,Craft-repair,Male,44,<=50K
57,Self-emp-not-inc,9,Other-service,Female,40,>50K
